237636,0,128477
237635,1,128476
3,2,128475
237639,0,128479
237638,1,128478
34,14,128509
18,14,128511
237644,16,128513
62,17,128512
18,4,128480
156,22,128608
64,23,128609
163,24,128610
172,25,128611
175,14,128612
237653,27,128618
237652,28,128617
237651,29,128616
18,30,128615
192,32,128620
195,28,128621
199,33,128622
182,35,128624
18,36,128625
48,37,128631
26,39,128649
237662,39,128651
240,40,128650
237664,39,128653
242,40,128652
54,41,128654
264,27,128659
265,27,128660
266,27,128661
267,27,128662
269,33,128663
272,33,128665
276,33,128668
280,33,128671
285,33,128675
288,33,128677
291,33,128679
294,33,128681
296,33,128683
298,33,128684
303,33,128688
305,33,128689
307,33,128690
309,33,128691
312,33,128693
315,33,128695
318,33,128697
353,10,128737
354,13,128738
358,51,128739
363,51,128742
237691,53,128744
364,17,128743
237690,33,128741
18,52,128740
201,34,128623
372,35,128745
376,54,128747
375,17,128746
379,28,128748
381,51,128749
384,55,128750
237701,56,128752
394,17,128751
396,57,128753
382,58,128754
399,58,128755
401,58,128756
237706,58,128757
405,58,128758
407,58,128759
409,58,128760
411,58,128761
413,58,128762
415,17,128763
416,54,128764
419,59,128765
423,17,128766
424,60,128767
426,60,128768
429,60,128769
431,60,128770
433,60,128771
439,24,128772
386,55,128773
446,57,128775
237726,58,128777
448,62,128776
451,58,128778
453,58,128779
237730,58,128781
455,39,128780
458,58,128782
48,62,128783
462,63,128784
237739,64,128785
237746,65,128789
498,66,128787
499,67,128788
476,58,128790
503,68,128791
505,58,128792
508,69,128793
237752,70,128795
513,71,128794
515,72,128796
427,73,128797
237757,70,128799
524,71,128798
476,74,128800
534,75,128801
237764,76,128804
237763,23,128803
535,77,128802
200,33,128805
552,22,128807
237769,78,128809
555,17,128808
561,14,128810
237772,65,128813
563,66,128811
564,67,128812
237774,65,128815
566,66,128814
237776,79,128818
569,39,128816
343,41,128817
237777,79,128820
332,39,128819
571,79,128821
237779,14,128823
573,21,128822
332,79,128824
237782,14,128829
237781,39,128828
332,80,128826
576,80,128827
569,80,128825
206,79,128830
237785,79,128832
579,39,128831
237787,79,128834
581,41,128833
583,79,128835
584,79,128836
586,14,128837
587,28,128838
589,14,128839
592,14,128841
593,32,128842
591,81,128840
598,14,128843
237793,28,128844
600,14,128845
237796,58,128848
48,80,128846
602,80,128847
237800,58,128851
237799,82,128850
605,39,128849
237802,58,128854
610,39,128852
611,41,128853
237805,14,128857
