75,239,75
183,239,183
93,239,93
425,239,425
242,239,242
154,239,154
20,239,20
198,239,198
21,239,21
367,239,367
247,564,247
75,247,75
247,334,247
522,443,522
532,443,532
255,532,255
863,532,863
152,532,152
39,39,39
58,39,58
547,39,547
314,39,314
27,39,27
33,39,33
215,39,215
57,39,57
79,39,79
161,39,161
14,39,14
456,39,456
62,39,62
2,39,2
238,39,238
228,39,228
50,39,50
39,4,39
264,39,264
137,39,137
339,39,339
58,58,58
58,82,58
55,58,55
58,110,58
69,58,69
28,58,28
121,58,121
441,58,441
58,88,58
58,220,58
58,212,58
917,58,917
58,4,58
411,58,411
22,58,22
936,58,936
32,58,32
938,58,938
159,58,159
368,58,368
58,361,58
971,58,971
972,58,972
58,128,58
547,88,547
547,220,547
547,4,547
547,128,547
314,27,314
314,57,314
314,110,314
314,1,314
314,43,314
314,88,314
314,220,314
314,4,314
314,128,314
27,27,27
33,27,33
617,27,617
42,27,42
27,57,27
27,110,27
27,1,27
27,43,27
27,88,27
27,220,27
27,4,27
27,128,27
436,220,436
33,57,33
33,110,33
33,1,33
33,43,33
33,88,33
33,220,33
33,4,33
33,128,33
183,183,183
20,183,20
198,183,198
21,183,21
367,183,367
566,205,566
383,675,383
163,55,163
163,112,163
81,55,81
627,627,627
42,315,42
94,55,94
649,55,649
57,57,57
79,57,79
14,57,14
57,220,57
57,4,57
57,128,57
657,315,657
79,220,79
79,4,79
79,128,79
105,188,105
3,188,3
419,675,419
678,55,678
689,55,689
689,112,689
23,55,23
117,315,117
438,55,438
176,55,176
692,55,692
693,55,693
14,220,14
14,4,14
14,128,14
105,43,105
105,361,105
3,43,3
3,361,3
29,359,29
29,19,29
416,55,416
706,55,706
707,55,707
55,315,55
993,55,993
86,443,86
86,121,86
86,315,86
361,86,361
722,443,722
722,121,722
722,315,722
76,443,76
76,121,76
76,315,76
184,11,184
184,115,184
184,19,184
184,8,184
251,11,251
251,115,251
251,19,251
251,8,251
127,127,127
205,127,205
191,127,191
127,4,127
434,127,434
106,127,106
90,127,90
36,127,36
19,127,19
8,127,8
128,127,128
178,127,178
160,121,160
213,213,213
205,213,205
213,11,213
191,213,191
213,4,213
434,213,434
106,213,106
90,213,90
36,213,36
19,213,19
8,213,8
91,11,91
38,91,38
110,1,110
114,11,114
114,115,114
114,19,114
114,8,114
62,62,62
12,62,12
200,62,200
427,43,427
427,121,427
427,315,427
783,1,783
359,11,359
359,115,359
359,19,359
359,8,359
30,11,30
30,115,30
30,19,30
30,8,30
77,11,77
77,115,77
77,19,77
77,8,77
404,11,404
404,115,404
404,19,404
404,8,404
346,11,346
346,115,346
346,19,346
346,8,346
113,1,113
112,112,112
690,112,690
10,11,10
10,115,10
10,19,10
10,8,10
43,205,43
443,43,443
445,43,445
940,43,940
361,43,361
205,205,205
205,219,205
205,11,205
861,205,861
205,191,205
205,4,205
35,205,35
434,205,434
205,8,205
443,121,443
847,443,847
255,443,255
863,443,863
152,443,152
443,315,443
847,121,847
445,121,445
939,121,939
940,121,940
829,128,829
219,219,219
219,11,219
191,219,219
191,219,191
219,4,219
434,219,434
37,219,37
106,219,106
90,219,90
36,219,36
19,219,19
8,219,8
219,128,219
847,315,847
11,11,11
156,11,156
433,11,433
12,11,12
221,11,221
994,11,994
195,11,195
47,11,47
25,11,25
191,11,11
191,11,191
11,4,11
434,11,434
37,11,37
48,11,48
106,11,106
90,11,90
36,11,36
200,11,200
19,11,19
8,11,8
347,11,347
13,11,13
987,11,987
864,315,864
433,115,433
433,19,433
433,8,433
871,128,871
872,128,872
767,767,767
221,115,221
221,4,221
221,19,221
221,8,221
994,115,994
994,4,994
994,19,994
994,8,994
195,115,195
195,4,195
195,19,195
195,8,195
50,4,50
47,115,47
47,4,47
47,19,47
47,8,47
25,115,25
25,4,25
25,19,25
25,8,25
258,258,258
893,893,893
103,103,103
202,202,202
895,895,895
343,343,343
249,249,249
262,262,262
897,897,897
191,191,191
191,4,191
434,191,434
37,191,37
48,191,48
106,191,106
90,191,90
36,191,36
19,191,19
191,8,191
191,8,8
128,191,128
178,191,178
115,115,115
115,4,115
347,115,347
13,115,13
987,115,987
434,4,434
37,4,37
48,4,48
106,4,106
90,4,90
36,4,36
264,4,264
19,4,19
8,4,8
434,8,434
445,315,445
37,128,37
120,315,120
106,8,106
90,19,90
90,8,90
108,315,108
36,19,36
36,8,36
940,315,940
19,19,19
8,19,19
8,19,8
347,19,347
13,19,13
987,19,987
128,19,128
178,19,178
315,315,315
960,315,960
973,315,973
8,8,8
347,8,347
13,8,13
987,8,987
128,128,128
178,128,178
