472,473
474,475
476,477
478,479
480,481
482,483
484,485
484,75
485,486
487,477
488,472
489,488
483,473
490,491
492,481
492,286
493,482
239,494
495,496
497,498
499,500
501,502
503,504
505,506
507,508
507,62
508,509
510,500
511,495
512,511
506,496
513,514
515,504
515,285
516,505
517,508
247,505
514,481
504,506
518,270
519,520
521,482
522,285
500,270
523,520
524,504
525,509
526,504
520,504
527,506
528,504
529,530
509,482
531,530
532,285
530,270
533,521
534,530
535,520
498,270
536,506
458,270
537,270
538,504
539,500
502,506
39,533
540,485
58,482
491,504
481,483
541,542
543,85
544,545
546,505
547,548
477,85
549,546
550,545
551,481
552,486
442,481
545,481
553,483
265,481
554,555
486,505
556,555
557,548
555,85
494,546
542,555
558,545
475,85
559,483
560,85
561,85
562,481
563,477
479,483
314,27
27,493
27,547
436,27
33,27
182,485
275,266
564,501
273,486
75,484
565,540
183,182
183,21
566,43
567,501
186,559
51,265
568,261
17,569
570,498
459,500
571,268
572,267
56,510
573,500
574,544
575,265
353,531
136,518
576,265
46,454
292,188
386,518
577,268
383,267
578,568
15,41
203,579
580,491
218,539
80,239
581,582
360,268
142,265
583,267
243,265
190,454
385,188
170,41
584,498
293,585
586,518
9,540
587,558
588,518
589,472
267,247
64,529
89,41
99,569
149,499
93,154
590,265
61,458
591,268
592,529
310,510
325,265
289,518
593,529
332,531
204,171
101,529
594,472
595,551
175,500
596,539
163,81
163,112
597,503
466,498
598,498
319,265
81,267
214,529
599,488
600,488
317,531
601,602
603,435
604,497
605,268
395,265
606,458
607,265
608,454
609,188
610,562
611,268
612,518
447,529
613,518
614,510
337,268
268,530
240,500
579,558
440,510
169,582
320,510
615,582
308,582
582,510
616,454
617,616
618,616
65,488
619,489
425,154
83,529
620,602
295,500
174,265
366,41
109,498
73,498
123,458
422,510
269,265
92,500
621,505
622,482
623,490
145,70
624,268
407,498
303,625
450,625
625,529
626,454
125,454
627,536
334,490
133,569
417,493
628,629
270,515
630,458
631,498
307,632
306,498
374,498
172,633
634,633
633,510
355,482
173,458
42,516
42,522
139,3
329,500
635,454
636,188
406,510
215,547
637,629
638,518
397,518
398,41
639,529
134,499
640,267
641,491
642,629
643,268
185,458
94,81
644,498
210,531
242,154
358,265
111,88
272,41
328,518
336,265
234,265
645,500
63,539
646,647
217,41
277,518
244,265
44,265
387,265
256,497
225,265
648,489
649,81
650,568
257,585
40,41
651,268
652,518
378,265
653,582
226,239
57,557
280,633
71,551
423,545
245,510
654,265
282,268
655,568
194,41
246,265
154,198
656,629
421,500
657,42
379,111
79,57
658,260
659,503
660,558
661,498
143,529
285,247
454,273
662,88
369,88
602,540
126,265
663,562
341,41
460,498
664,529
284,510
384,534
665,518
430,265
288,529
274,265
435,540
666,265
428,518
188,273
188,3
439,529
34,265
667,529
168,458
668,498
276,482
326,518
181,669
629,544
131,482
150,529
252,498
410,529
261,534
41,558
380,539
349,531
670,472
373,632
333,490
313,498
327,500
97,500
671,553
449,265
207,41
82,486
672,669
84,268
673,265
70,569
322,498
144,500
674,619
675,482
676,498
677,498
197,503
451,569
678,81
351,531
124,500
165,265
350,529
432,500
224,500
248,477
679,497
100,510
669,518
448,518
107,529
87,107
680,529
331,647
681,646
682,646
683,647
647,529
684,646
301,550
632,498
209,268
348,633
685,265
18,585
585,239
375,498
686,647
687,529
419,383
688,583
689,163
23,81
23,690
117,42
394,139
161,215
691,498
438,689
176,94
176,23
318,111
692,689
693,649
693,23
138,257
45,226
14,57
118,276
426,694
164,131
196,82
140,18
105,3
130,260
141,5
695,553
370,500
132,268
302,500
335,529
148,70
696,458
569,515
697,531
376,531
698,498
699,500
700,498
3,239
232,530
260,549
78,500
49,41
701,568
199,41
5,239
135,265
216,539
166,539
167,265
702,472
16,510
129,458
26,548
253,498
409,498
53,458
392,529
703,498
704,454
298,458
230,458
6,529
391,529
271,498
309,265
227,510
119,569
187,529
705,529
29,548
55,32
416,176
706,94
707,649
708,130
153,551
709,568
122,41
357,539
452,531
382,478
710,497
711,646
344,268
299,529
365,518
437,41
377,498
235,268
712,268
713,629
714,454
715,521
211,547
469,528
716,717
98,718
719,475
720,297
721,275
102,487
86,516
86,522
722,86
76,86
233,477
723,519
724,528
725,556
726,543
727,528
414,433
324,221
728,543
729,297
241,275
730,716
731,732
733,734
735,563
127,39
736,737
738,297
739,528
160,275
740,528
741,433
415,221
742,732
743,475
213,115
446,543
91,517
744,535
283,543
745,495
266,58
266,275
463,554
746,732
747,718
110,478
456,228
748,528
749,560
750,297
751,554
752,487
753,526
754,528
755,543
756,554
757,556
758,192
54,554
759,495
760,524
761,477
762,563
69,186
69,28
254,480
157,475
763,475
764,528
114,509
28,275
352,554
765,526
62,507
766,556
338,405
431,767
768,474
769,517
237,297
770,528
771,560
772,528
403,433
773,221
774,538
465,297
775,543
427,443
776,554
777,543
778,487
52,297
297,555
779,477
780,477
734,535
781,487
782,737
783,110
784,487
785,737
786,737
737,487
359,433
30,359
77,359
787,511
788,512
2,228
362,554
363,405
364,477
789,528
790,732
372,475
60,475
330,560
791,487
792,528
399,477
312,513
793,304
354,297
794,475
795,796
797,796
796,554
404,433
346,433
1,513
798,718
464,516
799,800
85,492
801,560
802,475
112,536
803,804
805,475
806,475
807,808
809,808
808,487
810,505
72,560
43,493
43,547
205,19
811,477
305,433
281,221
812,487
443,522
813,800
814,543
815,543
816,732
817,554
818,476
819,543
820,275
321,514
311,514
821,800
822,297
823,560
121,28
824,475
825,556
238,228
826,495
827,472
828,528
829,128
830,732
831,543
832,528
833,528
834,477
835,563
836,837
838,732
839,543
840,528
841,528
842,528
420,474
843,528
844,512
441,28
845,716
219,115
846,732
300,297
847,86
848,528
849,737
11,39
255,532
156,57
156,12
850,808
88,494
851,524
113,110
852,520
853,487
854,495
855,528
259,297
856,716
857,732
858,528
228,50
859,800
860,477
861,43
862,829
863,255
220,480
864,315
865,535
866,511
867,511
868,511
869,475
429,554
548,58
548,286
433,114
12,62
870,478
871,128
872,128
405,517
873,528
874,538
875,526
876,732
400,475
877,554
878,487
879,543
880,528
7,265
468,528
881,554
882,528
767,517
883,528
884,543
221,114
221,19
50,62
50,19
192,517
885,554
413,526
470,528
886,554
887,560
323,475
424,505
888,543
889,890
800,519
212,505
891,554
892,475
189,526
342,554
717,542
732,535
396,552
393,552
258,525
893,525
894,552
103,525
202,525
895,525
343,525
249,525
896,552
250,552
262,525
294,552
897,525
104,552
389,552
898,552
899,563
900,556
901,495
902,804
418,513
155,475
903,477
96,477
694,522
904,527
905,528
906,732
179,509
907,890
345,297
908,528
304,718
909,475
151,477
910,788
911,505
912,475
913,475
914,480
915,526
916,718
917,28
918,556
919,477
920,528
455,554
921,477
201,477
444,500
922,474
38,509
461,487
890,543
923,543
467,296
296,554
924,554
208,837
925,836
926,836
74,837
837,554
927,836
928,523
804,475
290,297
929,808
930,528
931,526
191,115
115,39
932,475
408,837
193,508
4,193
4,200
933,554
340,241
411,69
22,28
22,934
35,43
434,205
445,443
935,475
936,411
32,121
32,22
937,829
938,411
159,441
159,22
37,219
48,11
152,255
453,424
120,211
223,212
206,179
106,191
90,19
108,315
36,8
939,160
940,427
690,112
222,88
200,12
264,50
264,90
236,38
457,0
368,32
941,527
942,477
287,297
943,477
944,554
945,304
946,560
718,492
947,556
948,556
949,475
291,477
950,475
19,39
951,555
315,715
952,477
953,732
954,716
955,732
8,39
956,528
957,563
958,563
959,528
401,487
31,495
229,560
177,285
960,42
961,475
180,475
231,560
462,554
962,475
347,433
381,560
963,560
0,215
471,554
278,554
964,475
965,528
966,487
967,718
968,554
969,554
970,476
361,285
971,121
972,441
973,108
974,524
975,716
976,732
977,563
978,556
388,501
979,474
980,836
316,297
981,554
982,543
983,732
984,475
158,297
985,297
263,505
986,800
987,433
402,255
402,20
988,564
989,564
128,533
990,472
991,488
286,548
20,75
59,559
198,75
198,3
171,540
162,442
24,442
146,442
412,442
95,442
356,442
279,442
992,482
137,486
934,186
